sales_id,date,store_id,product_id,unit_price,quantity_sold,discount,payment_method
S1909,2024-03-20 13:00:00,ST15,P564,348,4,0.05,Bank
S1910,2024-03-20 14:00:00,ST27,P799,221,2,0.0,Card
S1911,2024-03-20 15:00:00,ST46,P801,96,1,0.1,Bank
S1912,2024-03-20 16:00:00,ST50,P141,675,2,0.0,M-Pesa
S1913,2024-03-20 17:00:00,ST7,P146,836,7,0.1,Cash
S1914,2024-03-20 18:00:00,ST3,P425,865,1,0.0,Card
S1915,2024-03-20 19:00:00,ST29,P314,256,6,0.05,Bank
S1916,2024-03-20 20:00:00,ST44,P184,502,4,0.0,Bank
S1917,2024-03-20 21:00:00,ST24,P664,444,2,0.15,Bank
S1918,2024-03-20 22:00:00,ST3,P713,974,3,0.15,Card
S1919,2024-03-20 23:00:00,ST20,P128,803,7,0.05,Card
S1920,2024-03-21 00:00:00,ST46,P287,350,6,0.05,M-Pesa
S1921,2024-03-21 01:00:00,ST15,P823,757,6,0.1,Card
S1922,2024-03-21 02:00:00,ST25,P253,725,8,0.05,Bank
S1923,2024-03-21 03:00:00,ST30,P778,225,8,0.15,Card
S1924,2024-03-21 04:00:00,ST14,P700,904,6,0.05,Bank
S1925,2024-03-21 05:00:00,ST7,P386,832,1,0.15,M-Pesa
S1926,2024-03-21 06:00:00,ST17,P230,159,7,0.05,M-Pesa
S1927,2024-03-21 07:00:00,ST44,P271,733,8,0.15,Bank
S1928,2024-03-21 08:00:00,ST20,P771,913,5,0.1,Card
S1929,2024-03-21 09:00:00,ST36,P811,251,4,0.0,Card
S1930,2024-03-21 10:00:00,ST9,P415,217,7,0.0,Cash
S1931,2024-03-21 11:00:00,ST38,P198,663,6,0.15,M-Pesa
S1932,2024-03-21 12:00:00,ST48,P323,135,6,0.05,M-Pesa
S1933,2024-03-21 13:00:00,ST22,P56,703,3,0.05,Bank
S1934,2024-03-21 14:00:00,ST2,P831,898,4,0.0,Cash
S1935,2024-03-21 15:00:00,ST24,P203,774,5,0.15,Card
S1936,2024-03-21 16:00:00,ST8,P783,100,9,0.05,Bank
S1937,2024-03-21 17:00:00,ST11,P621,161,8,0.0,Card
S1938,2024-03-21 18:00:00,ST13,P628,512,3,0.15,Card
S1939,2024-03-21 19:00:00,ST17,P604,491,6,0.1,Card
S1940,2024-03-21 20:00:00,ST8,P138,320,1,0.05,Cash
S1941,2024-03-21 21:00:00,ST21,P422,626,3,0.05,M-Pesa
S1942,2024-03-21 22:00:00,ST18,P815,393,7,0.15,M-Pesa
S1943,2024-03-21 23:00:00,ST30,P57,232,7,0.0,Card
S1944,2024-03-22 00:00:00,ST18,P562,552,2,0.15,Cash
S1945,2024-03-22 01:00:00,ST46,P71,893,3,0.0,Card
S1946,2024-03-22 02:00:00,ST47,P911,59,7,0.15,Card
S1947,2024-03-22 03:00:00,ST31,P914,543,6,0.1,Bank
S1948,2024-03-22 04:00:00,ST38,P594,283,7,0.05,Cash
S1949,2024-03-22 05:00:00,ST32,P372,347,9,0.0,Cash
S1950,2024-03-22 06:00:00,ST11,P617,293,8,0.1,M-Pesa
S1951,2024-03-22 07:00:00,ST45,P600,558,6,0.15,M-Pesa
S1952,2024-03-22 08:00:00,ST25,P514,400,4,0.0,Card
S1953,2024-03-22 09:00:00,ST33,P872,316,9,0.0,Bank
S1954,2024-03-22 10:00:00,ST38,P84,679,7,0.1,Bank
S1955,2024-03-22 11:00:00,ST41,P994,705,5,0.15,Bank
S1956,2024-03-22 12:00:00,ST8,P43,942,2,0.1,Card
S1957,2024-03-22 13:00:00,ST11,P666,250,9,0.15,M-Pesa
S1958,2024-03-22 14:00:00,ST22,P839,288,7,0.1,Cash
S1959,2024-03-22 15:00:00,ST24,P934,383,9,0.1,Card
S1960,2024-03-22 16:00:00,ST41,P606,964,9,0.1,Bank
S1961,2024-03-22 17:00:00,ST17,P810,464,5,0.1,Bank
S1962,2024-03-22 18:00:00,ST12,P133,533,7,0.15,Card
S1963,2024-03-22 19:00:00,ST46,P395,486,5,0.05,Bank
S1964,2024-03-22 20:00:00,ST32,P65,295,3,0.1,Cash
S1965,2024-03-22 21:00:00,ST15,P290,907,8,0.15,Card
S1966,2024-03-22 22:00:00,ST16,P376,57,8,0.05,Cash
S1967,2024-03-22 23:00:00,ST22,P769,201,9,0.0,M-Pesa
S1968,2024-03-23 00:00:00,ST28,P467,441,6,0.0,Bank
S1969,2024-03-23 01:00:00,ST20,P898,260,2,0.1,Bank
S1970,2024-03-23 02:00:00,ST33,P213,416,3,0.0,M-Pesa
S1971,2024-03-23 03:00:00,ST10,P148,993,6,0.1,M-Pesa
S1972,2024-03-23 04:00:00,ST40,P573,719,1,0.1,M-Pesa
S1973,2024-03-23 05:00:00,ST32,P471,619,2,0.05,Bank
S1974,2024-03-23 06:00:00,ST50,P149,135,8,0.0,M-Pesa
S1975,2024-03-23 07:00:00,ST33,P88,104,8,0.1,Card
S1976,2024-03-23 08:00:00,ST2,P324,762,6,0.0,M-Pesa
S1977,2024-03-23 09:00:00,ST33,P895,683,3,0.05,Card
S1978,2024-03-23 10:00:00,ST33,P396,495,2,0.0,Card
S1979,2024-03-23 11:00:00,ST41,P790,669,6,0.05,Cash
S1980,2024-03-23 12:00:00,ST13,P404,353,1,0.05,Card
S1981,2024-03-23 13:00:00,ST30,P82,181,6,0.05,Card
S1982,2024-03-23 14:00:00,ST33,P641,470,9,0.1,M-Pesa
S1983,2024-03-23 15:00:00,ST13,P286,953,7,0.15,Bank
S1984,2024-03-23 16:00:00,ST26,P382,434,9,0.1,M-Pesa
S1985,2024-03-23 17:00:00,ST22,P865,247,2,0.0,Cash
S1986,2024-03-23 18:00:00,ST39,P792,96,5,0.1,Cash
S1987,2024-03-23 19:00:00,ST2,P270,789,9,0.1,Bank
S1988,2024-03-23 20:00:00,ST38,P292,806,7,0.15,Card
S1989,2024-03-23 21:00:00,ST39,P453,252,9,0.0,Cash
S1990,2024-03-23 22:00:00,ST26,P715,310,6,0.05,Bank
S1991,2024-03-23 23:00:00,ST46,P24,739,7,0.05,M-Pesa
S1992,2024-03-24 00:00:00,ST50,P956,73,5,0.0,M-Pesa
S1993,2024-03-24 01:00:00,ST15,P863,736,6,0.1,M-Pesa
S1994,2024-03-24 02:00:00,ST34,P311,835,1,0.15,Card
S1995,2024-03-24 03:00:00,ST42,P461,389,1,0.15,Card
S1996,2024-03-24 04:00:00,ST44,P208,461,2,0.0,Bank
S1997,2024-03-24 05:00:00,ST49,P792,310,4,0.0,Cash
S1998,2024-03-24 06:00:00,ST40,P717,335,9,0.1,M-Pesa
S1999,2024-03-24 07:00:00,ST11,P664,562,7,0.15,Card
S2000,2024-03-24 08:00:00,ST3,P438,135,6,0.0,Card
S2001,2024-03-24 09:00:00,ST6,P538,899,1,0.1,Cash
S2002,2024-03-24 10:00:00,ST9,P706,479,5,0.1,M-Pesa
S2003,2024-03-24 11:00:00,ST6,P336,630,4,0.0,M-Pesa
S2004,2024-03-24 12:00:00,ST9,P422,80,5,0.15,Cash
S2005,2024-03-24 13:00:00,ST39,P750,759,9,0.05,Bank
S2006,2024-03-24 14:00:00,ST31,P321,652,3,0.1,Bank
S2007,2024-03-24 15:00:00,ST32,P497,489,4,0.05,Cash
S2008,2024-03-24 16:00:00,ST41,P587,398,8,0.1,Cash
S2009,2024-03-24 17:00:00,ST50,P947,944,3,0.15,Bank
S2010,2024-03-24 18:00:00,ST12,P163,461,3,0.05,Cash
S2011,2024-03-24 19:00:00,ST8,P811,577,9,0.0,M-Pesa
S2012,2024-03-24 20:00:00,ST8,P541,359,5,0.1,Bank
S2013,2024-03-24 21:00:00,ST50,P165,998,1,0.0,Bank
S2014,2024-03-24 22:00:00,ST28,P849,445,7,0.0,Bank
S2015,2024-03-24 23:00:00,ST20,P698,837,7,0.15,M-Pesa
S2016,2024-03-25 00:00:00,ST47,P566,387,6,0.0,Cash
S2017,2024-03-25 01:00:00,ST7,P295,723,6,0.1,Card
S2018,2024-03-25 02:00:00,ST11,P42,486,3,0.0,Card
S2019,2024-03-25 03:00:00,ST20,P924,753,3,0.0,M-Pesa
S2020,2024-03-25 04:00:00,ST16,P285,712,9,0.1,M-Pesa
S2021,2024-03-25 05:00:00,ST4,P939,414,1,0.0,Cash
S2022,2024-03-25 06:00:00,ST6,P387,972,7,0.15,Card
S2023,2024-03-25 07:00:00,ST22,P138,162,7,0.1,Bank
S2024,2024-03-25 08:00:00,ST26,P187,834,8,0.15,M-Pesa
S2025,2024-03-25 09:00:00,ST3,P910,225,6,0.0,Card
S2026,2024-03-25 10:00:00,ST41,P716,198,8,0.05,Bank
S2027,2024-03-25 11:00:00,ST42,P431,227,1,0.15,Bank
S2028,2024-03-25 12:00:00,ST14,P554,985,1,0.15,Cash
S2029,2024-03-25 13:00:00,ST11,P862,431,9,0.0,M-Pesa
S2030,2024-03-25 14:00:00,ST18,P416,272,4,0.05,Bank
S2031,2024-03-25 15:00:00,ST12,P800,308,3,0.1,M-Pesa
S2032,2024-03-25 16:00:00,ST23,P426,834,6,0.05,Card
S2033,2024-03-25 17:00:00,ST12,P416,238,9,0.1,Card
S2034,2024-03-25 18:00:00,ST13,P26,355,4,0.0,M-Pesa
S2035,2024-03-25 19:00:00,ST25,P371,427,9,0.05,Bank
S2036,2024-03-25 20:00:00,ST45,P385,651,5,0.0,Bank
S2037,2024-03-25 21:00:00,ST19,P56,392,7,0.15,Card
S2038,2024-03-25 22:00:00,ST46,P253,823,3,0.05,Bank
S2039,2024-03-25 23:00:00,ST36,P634,205,3,0.1,Bank
S2040,2024-03-26 00:00:00,ST45,P106,761,3,0.15,Card
S2041,2024-03-26 01:00:00,ST8,P130,104,8,0.1,Cash
S2042,2024-03-26 02:00:00,ST29,P849,815,6,0.15,Card
S2043,2024-03-26 03:00:00,ST32,P670,491,9,0.1,M-Pesa
S2044,2024-03-26 04:00:00,ST44,P376,734,9,0.1,Cash
S2045,2024-03-26 05:00:00,ST18,P743,249,8,0.0,M-Pesa
S2046,2024-03-26 06:00:00,ST6,P967,452,1,0.15,Cash
S2047,2024-03-26 07:00:00,ST18,P308,663,6,0.0,Cash
S2048,2024-03-26 08:00:00,ST19,P91,846,4,0.0,Card
S2049,2024-03-26 09:00:00,ST22,P393,712,4,0.0,Card
S2050,2024-03-26 10:00:00,ST37,P534,672,3,0.0,M-Pesa
S2051,2024-03-26 11:00:00,ST32,P802,977,9,0.1,Card
S2052,2024-03-26 12:00:00,ST41,P110,827,2,0.0,Cash
S2053,2024-03-26 13:00:00,ST3,P561,652,1,0.0,Card
S2054,2024-03-26 14:00:00,ST28,P641,226,3,0.0,M-Pesa
S2055,2024-03-26 15:00:00,ST10,P585,498,4,0.1,Cash
S2056,2024-03-26 16:00:00,ST35,P340,792,4,0.15,M-Pesa
S2057,2024-03-26 17:00:00,ST29,P565,590,6,0.1,Bank
S2058,2024-03-26 18:00:00,ST15,P979,350,1,0.1,Card
S2059,2024-03-26 19:00:00,ST33,P356,756,1,0.1,Cash
S2060,2024-03-26 20:00:00,ST7,P892,356,2,0.15,M-Pesa
S2061,2024-03-26 21:00:00,ST12,P168,800,4,0.0,Card
S2062,2024-03-26 22:00:00,ST49,P557,918,7,0.0,Card
S2063,2024-03-26 23:00:00,ST30,P452,945,6,0.15,M-Pesa
S2064,2024-03-27 00:00:00,ST21,P905,316,9,0.15,Cash
S2065,2024-03-27 01:00:00,ST31,P105,263,7,0.05,M-Pesa
S2066,2024-03-27 02:00:00,ST24,P150,643,5,0.0,Card
S2067,2024-03-27 03:00:00,ST20,P146,689,6,0.1,M-Pesa
S2068,2024-03-27 04:00:00,ST37,P716,532,9,0.1,Bank
S2069,2024-03-27 05:00:00,ST4,P874,311,1,0.0,Card
S2070,2024-03-27 06:00:00,ST28,P299,116,9,0.15,Cash
S2071,2024-03-27 07:00:00,ST44,P167,623,6,0.05,Bank
S2072,2024-03-27 08:00:00,ST20,P713,182,4,0.1,M-Pesa
S2073,2024-03-27 09:00:00,ST24,P646,698,5,0.05,Cash
S2074,2024-03-27 10:00:00,ST50,P723,589,1,0.1,Bank
S2075,2024-03-27 11:00:00,ST49,P48,561,7,0.1,M-Pesa
S2076,2024-03-27 12:00:00,ST32,P638,260,8,0.0,Bank
S2077,2024-03-27 13:00:00,ST41,P239,766,5,0.1,Card
S2078,2024-03-27 14:00:00,ST36,P7,302,2,0.05,Cash
S2079,2024-03-27 15:00:00,ST34,P464,87,8,0.05,Bank
S2080,2024-03-27 16:00:00,ST36,P453,92,7,0.0,Card
S2081,2024-03-27 17:00:00,ST2,P784,678,9,0.1,M-Pesa
S2082,2024-03-27 18:00:00,ST15,P897,454,4,0.05,Card
S2083,2024-03-27 19:00:00,ST34,P371,751,9,0.15,M-Pesa
S2084,2024-03-27 20:00:00,ST36,P549,95,4,0.0,Cash
S2085,2024-03-27 21:00:00,ST6,P487,503,3,0.15,Card
S2086,2024-03-27 22:00:00,ST39,P211,727,3,0.05,Card
S2087,2024-03-27 23:00:00,ST42,P165,354,2,0.15,M-Pesa
S2088,2024-03-28 00:00:00,ST12,P125,764,3,0.0,Bank
S2089,2024-03-28 01:00:00,ST3,P337,282,8,0.15,M-Pesa
S2090,2024-03-28 02:00:00,ST45,P192,294,8,0.05,Bank
S2091,2024-03-28 03:00:00,ST18,P730,770,2,0.15,M-Pesa
S2092,2024-03-28 04:00:00,ST40,P214,809,2,0.15,Cash
S2093,2024-03-28 05:00:00,ST21,P574,344,2,0.15,Bank
S2094,2024-03-28 06:00:00,ST15,P328,888,7,0.1,Card
S2095,2024-03-28 07:00:00,ST33,P957,432,6,0.05,Bank
S2096,2024-03-28 08:00:00,ST35,P381,207,1,0.15,M-Pesa
S2097,2024-03-28 09:00:00,ST26,P673,454,2,0.05,M-Pesa
S2098,2024-03-28 10:00:00,ST8,P578,50,1,0.15,Bank
S2099,2024-03-28 11:00:00,ST36,P798,266,7,0.0,Card
S2100,2024-03-28 12:00:00,ST48,P239,977,6,0.0,Cash
S2101,2024-03-28 13:00:00,ST30,P532,556,2,0.0,Card
S2102,2024-03-28 14:00:00,ST23,P700,810,2,0.15,Bank
S2103,2024-03-28 15:00:00,ST42,P82,953,2,0.05,M-Pesa
S2104,2024-03-28 16:00:00,ST44,P363,630,8,0.0,Card
S2105,2024-03-28 17:00:00,ST14,P505,79,7,0.1,M-Pesa
S2106,2024-03-28 18:00:00,ST14,P202,676,1,0.0,M-Pesa
S2107,2024-03-28 19:00:00,ST2,P920,569,4,0.0,Card
S2108,2024-03-28 20:00:00,ST37,P504,930,4,0.1,Bank
S2109,2024-03-28 21:00:00,ST5,P644,324,7,0.0,Card
S2110,2024-03-28 22:00:00,ST38,P37,541,2,0.15,Cash
S2111,2024-03-28 23:00:00,ST45,P644,876,4,0.15,M-Pesa
S2112,2024-03-29 00:00:00,ST41,P589,975,1,0.0,M-Pesa
S2113,2024-03-29 01:00:00,ST47,P601,896,4,0.05,Bank
S2114,2024-03-29 02:00:00,ST14,P973,85,1,0.05,M-Pesa
S2115,2024-03-29 03:00:00,ST39,P402,360,2,0.0,M-Pesa
S2116,2024-03-29 04:00:00,ST25,P765,93,2,0.1,M-Pesa
S2117,2024-03-29 05:00:00,ST20,P856,204,3,0.15,Card
S2118,2024-03-29 06:00:00,ST2,P706,126,8,0.15,M-Pesa
S2119,2024-03-29 07:00:00,ST39,P176,639,6,0.15,Card
S2120,2024-03-29 08:00:00,ST6,P545,662,6,0.0,Bank
S2121,2024-03-29 09:00:00,ST17,P570,487,9,0.15,Cash
S2122,2024-03-29 10:00:00,ST25,P467,481,8,0.0,M-Pesa
S2123,2024-03-29 11:00:00,ST28,P201,591,2,0.0,Cash
S2124,2024-03-29 12:00:00,ST2,P540,88,6,0.05,Card
S2125,2024-03-29 13:00:00,ST35,P547,288,1,0.1,Bank
S2126,2024-03-29 14:00:00,ST37,P999,62,9,0.1,Bank
S2127,2024-03-29 15:00:00,ST5,P637,171,4,0.1,Card
S2128,2024-03-29 16:00:00,ST1,P394,193,4,0.15,Cash
S2129,2024-03-29 17:00:00,ST40,P833,733,9,0.05,M-Pesa
S2130,2024-03-29 18:00:00,ST12,P42,504,3,0.05,Card
S2131,2024-03-29 19:00:00,ST36,P597,417,5,0.0,Card
S2132,2024-03-29 20:00:00,ST45,P393,808,1,0.05,Card
S2133,2024-03-29 21:00:00,ST23,P700,296,6,0.0,Card
S2134,2024-03-29 22:00:00,ST47,P623,972,3,0.05,Card
S2135,2024-03-29 23:00:00,ST31,P783,94,1,0.0,Bank
S2136,2024-03-30 00:00:00,ST11,P995,814,6,0.15,Card
S2137,2024-03-30 01:00:00,ST10,P441,424,2,0.05,Bank
S2138,2024-03-30 02:00:00,ST3,P837,340,8,0.1,Cash
S2139,2024-03-30 03:00:00,ST14,P617,256,2,0.0,M-Pesa
S2140,2024-03-30 04:00:00,ST16,P506,973,4,0.05,Bank
S2141,2024-03-30 05:00:00,ST10,P918,568,3,0.05,M-Pesa
S2142,2024-03-30 06:00:00,ST29,P320,291,9,0.0,M-Pesa
S2143,2024-03-30 07:00:00,ST10,P553,671,2,0.05,M-Pesa
S2144,2024-03-30 08:00:00,ST12,P215,163,3,0.1,Bank
S2145,2024-03-30 09:00:00,ST30,P71,868,7,0.0,Bank
S2146,2024-03-30 10:00:00,ST41,P568,351,4,0.0,Bank
S2147,2024-03-30 11:00:00,ST1,P919,325,6,0.0,Cash
S2148,2024-03-30 12:00:00,ST5,P236,145,3,0.0,Bank
S2149,2024-03-30 13:00:00,ST20,P281,343,1,0.0,Cash
S2150,2024-03-30 14:00:00,ST8,P987,750,6,0.1,Bank
S2151,2024-03-30 15:00:00,ST43,P617,409,4,0.0,Bank
S2152,2024-03-30 16:00:00,ST12,P902,337,2,0.1,M-Pesa
S2153,2024-03-30 17:00:00,ST1,P887,203,7,0.1,Card
S2154,2024-03-30 18:00:00,ST20,P162,619,5,0.1,M-Pesa
S2155,2024-03-30 19:00:00,ST28,P191,472,6,0.0,Bank
S2156,2024-03-30 20:00:00,ST43,P9,965,6,0.1,Card
S2157,2024-03-30 21:00:00,ST37,P60,899,9,0.0,Card
S2158,2024-03-30 22:00:00,ST47,P893,99,2,0.1,Cash
S2159,2024-03-30 23:00:00,ST37,P817,256,6,0.0,Card
S2160,2024-03-31 00:00:00,ST12,P225,613,9,0.05,Cash
S2161,2024-03-31 01:00:00,ST37,P819,903,4,0.05,M-Pesa
S2162,2024-03-31 02:00:00,ST49,P700,932,6,0.1,Cash
S2163,2024-03-31 03:00:00,ST49,P582,711,7,0.15,Bank
S2164,2024-03-31 04:00:00,ST44,P805,614,1,0.15,Card
S2165,2024-03-31 05:00:00,ST28,P287,262,5,0.05,Bank
S2166,2024-03-31 06:00:00,ST47,P994,115,4,0.1,Card
S2167,2024-03-31 07:00:00,ST15,P169,281,2,0.1,Card
S2168,2024-03-31 08:00:00,ST6,P62,934,2,0.1,M-Pesa
S2169,2024-03-31 09:00:00,ST44,P349,860,2,0.15,Cash
S2170,2024-03-31 10:00:00,ST20,P442,899,7,0.05,M-Pesa
S2171,2024-03-31 11:00:00,ST50,P14,712,4,0.1,Cash
S2172,2024-03-31 12:00:00,ST14,P164,766,6,0.05,M-Pesa
S2173,2024-03-31 13:00:00,ST2,P420,369,7,0.05,M-Pesa
S2174,2024-03-31 14:00:00,ST9,P757,816,9,0.0,Card
S2175,2024-03-31 15:00:00,ST37,P847,186,2,0.15,M-Pesa
S2176,2024-03-31 16:00:00,ST20,P520,930,9,0.05,M-Pesa
S2177,2024-03-31 17:00:00,ST26,P666,696,5,0.0,Cash
S2178,2024-03-31 18:00:00,ST29,P548,986,6,0.15,M-Pesa
S2179,2024-03-31 19:00:00,ST1,P560,615,6,0.1,Card
S2180,2024-03-31 20:00:00,ST35,P597,114,3,0.1,M-Pesa
S2181,2024-03-31 21:00:00,ST6,P28,563,7,0.0,Bank
S2182,2024-03-31 22:00:00,ST37,P708,181,7,0.1,Bank
S2183,2024-03-31 23:00:00,ST5,P446,383,8,0.0,Cash
S2184,2024-04-01 00:00:00,ST33,P208,81,5,0.0,Cash
S2185,2024-04-01 01:00:00,ST49,P470,917,2,0.1,Bank
S2186,2024-04-01 02:00:00,ST14,P716,947,3,0.15,M-Pesa
S2187,2024-04-01 03:00:00,ST12,P976,921,9,0.0,M-Pesa
S2188,2024-04-01 04:00:00,ST42,P819,547,6,0.15,Cash
S2189,2024-04-01 05:00:00,ST20,P104,292,8,0.15,Card
S2190,2024-04-01 06:00:00,ST50,P742,241,8,0.0,M-Pesa
S2191,2024-04-01 07:00:00,ST24,P426,191,5,0.15,Bank
S2192,2024-04-01 08:00:00,ST43,P101,709,1,0.0,Card
S2193,2024-04-01 09:00:00,ST34,P541,650,6,0.1,Card
S2194,2024-04-01 10:00:00,ST25,P639,610,7,0.1,M-Pesa
S2195,2024-04-01 11:00:00,ST50,P850,697,9,0.1,Card
S2196,2024-04-01 12:00:00,ST29,P522,240,2,0.1,Cash
S2197,2024-04-01 13:00:00,ST39,P106,991,2,0.1,Card
S2198,2024-04-01 14:00:00,ST31,P679,198,1,0.15,Cash
S2199,2024-04-01 15:00:00,ST47,P978,648,5,0.15,M-Pesa
S2200,2024-04-01 16:00:00,ST43,P769,465,2,0.15,Card
S2201,2024-04-01 17:00:00,ST50,P807,569,3,0.05,Bank
S2202,2024-04-01 18:00:00,ST23,P277,784,2,0.05,Bank
S2203,2024-04-01 19:00:00,ST44,P65,918,4,0.0,Cash
S2204,2024-04-01 20:00:00,ST38,P783,65,3,0.05,Cash
S2205,2024-04-01 21:00:00,ST20,P900,857,9,0.1,M-Pesa
S2206,2024-04-01 22:00:00,ST23,P188,155,2,0.1,Card
S2207,2024-04-01 23:00:00,ST45,P317,332,7,0.1,Cash
S2208,2024-04-02 00:00:00,ST16,P916,153,3,0.0,Cash
S2209,2024-04-02 01:00:00,ST50,P138,410,8,0.0,M-Pesa
S2210,2024-04-02 02:00:00,ST42,P343,707,4,0.0,Card
S2211,2024-04-02 03:00:00,ST8,P105,84,4,0.0,Card
S2212,2024-04-02 04:00:00,ST50,P546,162,9,0.15,Cash
S2213,2024-04-02 05:00:00,ST21,P380,357,3,0.0,Card
S2214,2024-04-02 06:00:00,ST1,P110,960,7,0.0,Card
S2215,2024-04-02 07:00:00,ST8,P944,102,1,0.05,Card
S2216,2024-04-02 08:00:00,ST29,P545,908,7,0.15,Bank
S2217,2024-04-02 09:00:00,ST32,P354,130,2,0.1,Card
S2218,2024-04-02 10:00:00,ST38,P743,665,6,0.05,Bank
S2219,2024-04-02 11:00:00,ST5,P317,883,9,0.0,Card
S2220,2024-04-02 12:00:00,ST47,P266,418,6,0.1,Card
S2221,2024-04-02 13:00:00,ST22,P694,291,3,0.1,Card
S2222,2024-04-02 14:00:00,ST47,P852,80,1,0.1,Cash
S2223,2024-04-02 15:00:00,ST34,P65,878,4,0.05,Cash
S2224,2024-04-02 16:00:00,ST1,P333,753,4,0.15,Bank
S2225,2024-04-02 17:00:00,ST26,P513,918,8,0.15,Card
S2226,2024-04-02 18:00:00,ST43,P133,410,7,0.1,Bank
S2227,2024-04-02 19:00:00,ST10,P592,282,7,0.0,Card
S2228,2024-04-02 20:00:00,ST30,P783,659,7,0.15,M-Pesa
S2229,2024-04-02 21:00:00,ST50,P753,83,2,0.15,Bank
S2230,2024-04-02 22:00:00,ST18,P540,292,9,0.0,Cash
S2231,2024-04-02 23:00:00,ST17,P735,108,6,0.05,M-Pesa
S2232,2024-04-03 00:00:00,ST26,P535,820,2,0.05,Cash
S2233,2024-04-03 01:00:00,ST8,P496,578,1,0.0,M-Pesa
S2234,2024-04-03 02:00:00,ST47,P621,127,1,0.05,M-Pesa
S2235,2024-04-03 03:00:00,ST40,P619,767,1,0.1,M-Pesa
S2236,2024-04-03 04:00:00,ST49,P657,351,4,0.15,Bank
S2237,2024-04-03 05:00:00,ST12,P369,727,4,0.05,Bank
S2238,2024-04-03 06:00:00,ST27,P866,852,9,0.1,Cash
S2239,2024-04-03 07:00:00,ST8,P909,946,1,0.1,Bank
S2240,2024-04-03 08:00:00,ST25,P910,161,3,0.1,Cash
S2241,2024-04-03 09:00:00,ST46,P651,462,3,0.1,Card
S2242,2024-04-03 10:00:00,ST4,P796,949,8,0.1,Cash
S2243,2024-04-03 11:00:00,ST33,P810,366,2,0.0,Cash
S2244,2024-04-03 12:00:00,ST1,P992,914,6,0.15,Bank
S2245,2024-04-03 13:00:00,ST19,P99,194,4,0.15,Cash
S2246,2024-04-03 14:00:00,ST31,P317,717,6,0.0,Bank
S2247,2024-04-03 15:00:00,ST16,P123,739,5,0.0,Cash
S2248,2024-04-03 16:00:00,ST14,P320,907,9,0.1,Card
S2249,2024-04-03 17:00:00,ST48,P799,697,9,0.05,Bank
S2250,2024-04-03 18:00:00,ST5,P593,979,1,0.15,Bank
S2251,2024-04-03 19:00:00,ST41,P495,876,3,0.05,Card
S2252,2024-04-03 20:00:00,ST26,P457,67,1,0.15,Bank
S2253,2024-04-03 21:00:00,ST28,P522,400,6,0.1,Cash
S2254,2024-04-03 22:00:00,ST2,P520,204,3,0.05,M-Pesa
S2255,2024-04-03 23:00:00,ST50,P917,833,1,0.15,Bank
S2256,2024-04-04 00:00:00,ST6,P717,555,6,0.15,M-Pesa
S2257,2024-04-04 01:00:00,ST9,P315,827,5,0.1,Cash
S2258,2024-04-04 02:00:00,ST33,P946,409,8,0.05,Card
S2259,2024-04-04 03:00:00,ST41,P709,381,2,0.1,Bank
S2260,2024-04-04 04:00:00,ST25,P710,967,8,0.05,M-Pesa
S2261,2024-04-04 05:00:00,ST48,P542,577,5,0.05,Card
S2262,2024-04-04 06:00:00,ST13,P479,61,8,0.15,Card
S2263,2024-04-04 07:00:00,ST9,P913,124,4,0.0,Bank
S2264,2024-04-04 08:00:00,ST13,P971,261,4,0.05,M-Pesa
S2265,2024-04-04 09:00:00,ST31,P20,740,4,0.05,Bank
S2266,2024-04-04 10:00:00,ST41,P560,690,6,0.1,Cash
S2267,2024-04-04 11:00:00,ST11,P969,332,4,0.05,Card
S2268,2024-04-04 12:00:00,ST4,P130,244,9,0.05,M-Pesa
S2269,2024-04-04 13:00:00,ST34,P293,829,9,0.05,Bank
S2270,2024-04-04 14:00:00,ST38,P897,79,3,0.05,Card
S2271,2024-04-04 15:00:00,ST46,P132,58,7,0.05,Bank
S2272,2024-04-04 16:00:00,ST4,P356,358,5,0.0,M-Pesa
S2273,2024-04-04 17:00:00,ST38,P54,494,9,0.15,Cash
S2274,2024-04-04 18:00:00,ST19,P890,359,2,0.05,Cash
S2275,2024-04-04 19:00:00,ST6,P793,726,3,0.1,Cash
S2276,2024-04-04 20:00:00,ST34,P387,754,5,0.1,Bank
S2277,2024-04-04 21:00:00,ST18,P265,475,5,0.05,Card
S2278,2024-04-04 22:00:00,ST13,P982,866,7,0.05,Cash
S2279,2024-04-04 23:00:00,ST41,P215,821,8,0.05,Cash
S2280,2024-04-05 00:00:00,ST23,P460,753,8,0.0,Cash
S2281,2024-04-05 01:00:00,ST19,P458,640,1,0.15,Cash
S2282,2024-04-05 02:00:00,ST45,P802,740,1,0.1,M-Pesa
S2283,2024-04-05 03:00:00,ST11,P43,140,3,0.0,M-Pesa
S2284,2024-04-05 04:00:00,ST1,P586,505,1,0.0,Card
S2285,2024-04-05 05:00:00,ST24,P862,493,1,0.05,M-Pesa
S2286,2024-04-05 06:00:00,ST7,P278,776,8,0.15,M-Pesa
S2287,2024-04-05 07:00:00,ST25,P838,128,1,0.05,M-Pesa
S2288,2024-04-05 08:00:00,ST21,P754,524,9,0.1,Bank
S2289,2024-04-05 09:00:00,ST15,P130,976,2,0.15,M-Pesa
S2290,2024-04-05 10:00:00,ST1,P350,152,9,0.05,Bank
