delivery_id,supplier_id,product_id,qty_ordered,qty_delivered,delivery_date,delay_days
D1218,SUP5,P499,122,366,2024-09-02,0
D1219,SUP491,P352,290,266,2024-01-06,4
D1220,SUP134,P201,77,214,2024-11-01,-2
D1221,SUP5,P762,392,403,2024-10-02,8
D1222,SUP318,P121,462,209,2024-12-12,6
D1223,SUP429,P560,143,397,2024-11-30,0
D1224,SUP39,P346,394,256,2024-04-26,8
D1225,SUP363,P6,468,255,2024-04-11,-2
D1226,SUP239,P37,434,248,2024-09-02,6
D1227,SUP326,P491,223,190,2024-01-02,6
D1228,SUP246,P226,408,360,2024-05-21,7
D1229,SUP390,P744,73,357,2024-03-09,4
D1230,SUP331,P371,270,86,2024-08-26,3
D1231,SUP475,P149,394,222,2024-12-22,9
D1232,SUP16,P234,452,141,2024-07-20,-1
D1233,SUP365,P859,68,70,2024-03-18,4
D1234,SUP195,P638,210,48,2024-12-03,2
D1235,SUP470,P564,102,389,2024-09-03,4
D1236,SUP160,P979,153,175,2024-08-13,3
D1237,SUP281,P91,392,316,2024-07-27,4
D1238,SUP338,P67,232,150,2024-01-28,7
D1239,SUP83,P729,101,295,2024-02-07,4
D1240,SUP368,P34,418,204,2024-12-16,1
D1241,SUP478,P179,280,184,2024-06-09,9
D1242,SUP35,P149,148,149,2024-12-21,5
D1243,SUP115,P640,269,122,2024-02-23,-2
D1244,SUP174,P459,161,145,2024-02-29,-2
D1245,SUP448,P923,406,416,2024-08-26,-1
D1246,SUP310,P412,474,122,2024-09-01,5
D1247,SUP27,P4,116,74,2024-02-23,5
D1248,SUP466,P876,477,6,2024-08-16,4
D1249,SUP13,P681,291,39,2024-05-28,1
D1250,SUP364,P821,317,235,2024-10-07,-1
D1251,SUP377,P304,172,109,2024-11-02,-1
D1252,SUP415,P986,300,348,2024-05-22,9
D1253,SUP117,P341,339,64,2024-11-29,7
D1254,SUP451,P807,480,166,2024-01-13,3
D1255,SUP31,P964,243,61,2024-08-29,6
D1256,SUP216,P229,70,382,2024-09-11,2
D1257,SUP190,P49,124,304,2024-12-18,4
D1258,SUP247,P704,82,472,2024-01-21,0
D1259,SUP293,P695,62,33,2024-08-22,3
D1260,SUP150,P107,348,345,2024-03-01,6
D1261,SUP353,P196,256,491,2024-01-24,1
D1262,SUP173,P306,317,124,2024-08-04,1
D1263,SUP143,P919,72,442,2024-02-04,1
D1264,SUP358,P184,387,125,2024-10-05,0
D1265,SUP62,P265,285,334,2024-07-14,6
D1266,SUP106,P360,176,284,2024-02-24,8
D1267,SUP206,P664,270,280,2024-04-11,2
D1268,SUP304,P120,109,59,2024-05-07,1
D1269,SUP124,P29,162,249,2024-05-31,0
D1270,SUP15,P519,69,69,2024-08-05,2
D1271,SUP285,P402,359,499,2024-11-12,2
D1272,SUP26,P450,151,26,2024-05-01,3
D1273,SUP278,P796,277,323,2024-08-04,2
D1274,SUP132,P555,417,67,2024-01-08,5
D1275,SUP289,P681,467,363,2024-03-10,9
D1276,SUP185,P831,347,248,2024-09-01,-1
D1277,SUP69,P541,348,426,2024-04-09,2
D1278,SUP28,P685,271,105,2024-07-08,-1
D1279,SUP127,P785,102,292,2024-08-13,0
D1280,SUP497,P607,315,177,2024-12-25,2
D1281,SUP35,P401,417,27,2024-09-15,9
D1282,SUP426,P159,285,419,2024-01-16,1
D1283,SUP416,P855,243,468,2024-05-13,7
D1284,SUP349,P906,329,66,2024-05-28,7
D1285,SUP174,P454,119,187,2024-05-10,4
D1286,SUP280,P870,438,272,2024-04-19,6
D1287,SUP94,P888,463,94,2024-11-22,8
D1288,SUP329,P495,273,189,2024-10-06,-2
D1289,SUP383,P411,180,88,2024-04-30,3
D1290,SUP176,P843,169,481,2024-06-22,2
D1291,SUP438,P404,125,46,2024-08-04,-1
D1292,SUP402,P302,331,432,2024-04-25,1
D1293,SUP267,P581,253,343,2024-06-04,8
D1294,SUP150,P672,211,225,2024-10-19,9
D1295,SUP357,P69,155,278,2024-11-12,-1
D1296,SUP215,P958,250,331,2024-06-01,6
D1297,SUP477,P726,249,368,2024-07-22,8
D1298,SUP121,P449,327,471,2024-07-28,7
D1299,SUP461,P894,480,208,2024-06-09,4
D1300,SUP352,P404,236,324,2024-12-22,1
D1301,SUP314,P563,250,329,2024-10-21,2
D1302,SUP108,P335,151,444,2024-07-24,2
D1303,SUP202,P254,393,490,2024-12-26,3
D1304,SUP171,P331,253,334,2024-08-29,-2
D1305,SUP368,P544,125,205,2024-07-20,4
D1306,SUP390,P955,358,236,2024-09-29,9
D1307,SUP213,P951,95,38,2024-03-04,0
D1308,SUP163,P732,232,207,2024-10-15,7
D1309,SUP387,P284,195,278,2024-07-31,5
D1310,SUP85,P145,322,432,2024-10-21,-2
D1311,SUP212,P674,473,447,2024-04-16,2
D1312,SUP370,P956,214,150,2024-09-11,6
D1313,SUP171,P827,80,15,2024-12-13,-2
D1314,SUP290,P700,314,416,2024-11-16,-2
D1315,SUP259,P728,152,50,2024-01-03,5
D1316,SUP173,P194,273,49,2024-08-27,2
D1317,SUP301,P956,421,335,2024-06-02,2
D1318,SUP104,P91,68,65,2024-04-18,3
D1319,SUP383,P896,358,413,2024-10-17,4
D1320,SUP165,P265,219,97,2024-10-01,8
D1321,SUP309,P564,308,487,2024-06-26,6
D1322,SUP389,P339,265,34,2024-12-22,-1
D1323,SUP306,P164,85,499,2024-06-11,3
D1324,SUP459,P569,395,123,2024-12-07,9
D1325,SUP448,P375,261,442,2024-09-23,6
D1326,SUP112,P477,383,124,2024-06-02,7
D1327,SUP17,P523,492,26,2024-09-22,-2
D1328,SUP388,P32,401,111,2024-06-04,3
D1329,SUP8,P731,441,163,2024-12-04,4
D1330,SUP41,P692,486,157,2024-05-26,2
D1331,SUP367,P125,86,181,2024-06-12,8
D1332,SUP22,P807,278,291,2024-09-01,0
D1333,SUP96,P472,124,60,2024-12-27,4
D1334,SUP283,P859,119,416,2024-04-29,-2
D1335,SUP58,P64,214,192,2024-09-30,4
D1336,SUP134,P283,465,96,2024-10-31,-2
D1337,SUP159,P936,466,385,2024-07-01,3
D1338,SUP59,P96,479,11,2024-01-08,7
D1339,SUP260,P109,386,462,2024-09-17,-2
D1340,SUP431,P364,366,326,2024-03-12,4
D1341,SUP103,P854,487,130,2024-10-12,8
D1342,SUP222,P123,276,134,2024-09-20,1
D1343,SUP171,P763,471,428,2024-06-12,7
D1344,SUP373,P945,483,6,2024-03-14,8
D1345,SUP353,P746,455,187,2024-06-03,2
D1346,SUP351,P736,240,112,2024-08-30,-2
D1347,SUP316,P379,285,15,2024-05-04,8
D1348,SUP412,P123,243,60,2024-12-26,5
D1349,SUP473,P176,491,186,2024-09-27,8
D1350,SUP250,P355,163,238,2024-12-05,1
D1351,SUP497,P886,72,479,2024-02-07,2
D1352,SUP63,P705,190,155,2024-07-28,-2
D1353,SUP401,P117,304,194,2024-12-29,-2
D1354,SUP249,P290,333,419,2024-10-21,4
D1355,SUP95,P769,193,123,2024-10-25,3
D1356,SUP50,P554,493,47,2024-03-22,3
D1357,SUP100,P828,62,240,2024-06-11,4
D1358,SUP366,P995,426,279,2024-02-20,2
D1359,SUP235,P349,432,244,2024-10-20,1
D1360,SUP17,P146,201,359,2024-03-31,6
D1361,SUP394,P198,373,239,2024-03-12,6
D1362,SUP115,P646,145,189,2024-06-28,8
D1363,SUP304,P219,223,149,2024-04-05,0
D1364,SUP406,P167,356,325,2024-01-09,7
D1365,SUP320,P311,350,328,2024-06-20,-2
D1366,SUP223,P885,75,355,2024-01-08,1
D1367,SUP414,P659,476,360,2024-03-12,1
D1368,SUP499,P678,128,75,2024-05-08,-2
D1369,SUP276,P387,129,142,2024-01-25,8
D1370,SUP14,P885,50,325,2024-11-22,6
D1371,SUP271,P627,77,429,2024-01-10,-1
D1372,SUP253,P614,386,312,2024-08-15,4
D1373,SUP299,P276,65,14,2024-07-02,7
D1374,SUP313,P121,272,331,2024-08-27,4
D1375,SUP403,P66,493,397,2024-10-23,5
D1376,SUP437,P839,406,65,2024-06-01,7
D1377,SUP296,P133,449,465,2024-01-30,-2
D1378,SUP95,P793,159,61,2024-06-17,0
D1379,SUP229,P234,245,282,2024-08-26,9
D1380,SUP407,P53,92,43,2024-02-18,3
D1381,SUP364,P205,73,208,2024-12-11,-2
D1382,SUP206,P908,332,299,2024-11-27,8
D1383,SUP22,P581,212,24,2024-10-24,4
D1384,SUP222,P908,164,42,2024-04-30,3
D1385,SUP240,P978,339,69,2024-03-03,-2
D1386,SUP200,P67,106,445,2024-12-16,9
D1387,SUP492,P310,134,189,2024-01-26,6
D1388,SUP31,P900,222,483,2024-05-02,-2
D1389,SUP272,P235,318,362,2024-06-04,2
D1390,SUP54,P19,250,152,2024-01-01,-2
D1391,SUP359,P853,248,356,2024-03-06,1
D1392,SUP408,P985,425,373,2024-12-12,2
D1393,SUP21,P579,349,368,2024-06-18,-2
D1394,SUP328,P903,78,250,2024-01-08,-2
D1395,SUP466,P137,200,235,2024-09-22,7
D1396,SUP38,P772,239,399,2024-11-03,4
D1397,SUP326,P183,131,135,2024-01-11,3
D1398,SUP142,P251,137,27,2024-01-04,-1
D1399,SUP119,P23,481,106,2024-06-06,3
D1400,SUP158,P331,239,326,2024-02-06,1
D1401,SUP462,P979,438,383,2024-12-24,6
D1402,SUP263,P833,329,347,2024-12-12,3
D1403,SUP260,P772,390,222,2024-09-21,4
D1404,SUP377,P521,302,441,2024-04-20,8
D1405,SUP83,P42,210,157,2024-01-06,2
D1406,SUP281,P583,315,252,2024-08-08,5
D1407,SUP409,P922,154,386,2024-08-24,3
D1408,SUP403,P21,176,172,2024-02-18,5
D1409,SUP286,P112,70,442,2024-09-13,-2
D1410,SUP171,P379,451,68,2024-09-03,0
D1411,SUP350,P650,335,488,2024-09-30,4
D1412,SUP15,P522,149,98,2024-01-14,5
D1413,SUP432,P190,210,183,2024-07-14,1
D1414,SUP285,P705,229,131,2024-03-12,8
D1415,SUP483,P100,446,24,2024-11-21,3
D1416,SUP161,P579,54,456,2024-09-03,1
D1417,SUP295,P355,113,302,2024-12-02,-1
D1418,SUP296,P493,483,117,2024-11-16,-1
D1419,SUP23,P12,183,168,2024-02-22,-2
D1420,SUP471,P603,214,499,2024-06-15,-2
D1421,SUP318,P721,381,352,2024-04-11,2
D1422,SUP427,P915,317,4,2024-02-18,-1
D1423,SUP192,P970,363,166,2024-03-18,2
D1424,SUP101,P43,491,123,2024-05-02,5
D1425,SUP119,P602,318,325,2024-02-17,5
D1426,SUP298,P904,310,327,2024-01-11,1
D1427,SUP308,P692,143,26,2024-02-24,8
D1428,SUP350,P743,450,107,2024-04-06,9
D1429,SUP336,P2,117,482,2024-06-03,1
D1430,SUP127,P332,391,407,2024-01-12,9
D1431,SUP289,P679,440,306,2024-07-09,0
D1432,SUP347,P566,432,226,2024-05-10,3
D1433,SUP394,P888,213,282,2024-09-16,5
D1434,SUP148,P680,396,167,2024-09-27,9
D1435,SUP63,P735,383,351,2024-08-07,3
D1436,SUP132,P157,388,142,2024-02-16,6
D1437,SUP468,P72,175,429,2024-11-29,1
D1438,SUP143,P271,162,71,2024-05-31,-1
D1439,SUP230,P26,451,158,2024-02-10,0
D1440,SUP271,P432,274,107,2024-07-21,5
D1441,SUP319,P612,250,455,2024-08-08,2
D1442,SUP431,P169,129,422,2024-11-28,9
D1443,SUP401,P248,110,221,2024-08-13,8
D1444,SUP468,P68,392,343,2024-03-22,3
D1445,SUP254,P765,87,165,2024-02-26,8
D1446,SUP305,P626,290,1,2024-02-10,7
D1447,SUP17,P673,113,494,2024-11-25,8
D1448,SUP268,P140,159,31,2024-08-18,0
D1449,SUP11,P434,99,249,2024-07-08,9
D1450,SUP222,P501,341,431,2024-06-06,-2
D1451,SUP154,P203,311,310,2024-01-15,5
D1452,SUP121,P990,230,454,2024-08-31,8
D1453,SUP368,P53,431,96,2024-01-18,2
D1454,SUP345,P749,416,86,2024-11-09,9
D1455,SUP429,P858,364,92,2024-08-08,0
D1456,SUP465,P178,360,173,2024-10-04,8
D1457,SUP438,P542,455,287,2024-11-06,9
D1458,SUP361,P740,470,300,2024-01-23,0
D1459,SUP65,P760,129,48,2024-04-02,1
D1460,SUP498,P481,201,111,2024-03-10,-1
D1461,SUP63,P415,201,220,2024-07-06,3
D1462,SUP26,P770,59,267,2024-08-17,6
D1463,SUP195,P591,126,118,2024-04-17,8
D1464,SUP245,P962,187,245,2024-04-26,-1
D1465,SUP59,P309,107,37,2024-05-07,1
D1466,SUP122,P716,310,385,2024-12-09,6
D1467,SUP299,P210,226,198,2024-01-05,0
D1468,SUP120,P840,177,295,2024-12-08,5
D1469,SUP139,P963,196,61,2024-10-16,3
D1470,SUP431,P355,485,135,2024-05-19,-1
D1471,SUP412,P184,130,402,2024-03-07,9
D1472,SUP284,P161,498,189,2024-08-03,5
D1473,SUP222,P159,421,181,2024-10-23,0
D1474,SUP419,P452,145,292,2024-08-10,7
D1475,SUP391,P279,165,456,2024-09-20,-2
D1476,SUP97,P101,472,14,2024-05-09,-2
D1477,SUP496,P767,172,280,2024-04-02,3
D1478,SUP27,P173,407,191,2024-02-06,3
D1479,SUP93,P109,50,395,2024-07-26,7
D1480,SUP411,P803,252,66,2024-11-11,6
D1481,SUP362,P360,386,202,2024-02-10,6
D1482,SUP95,P373,199,479,2024-02-05,7
D1483,SUP175,P230,157,87,2024-07-24,9
D1484,SUP133,P705,328,264,2024-03-16,2
D1485,SUP226,P899,259,20,2024-03-31,8
D1486,SUP37,P10,452,415,2024-10-01,-2
D1487,SUP21,P500,76,389,2024-02-20,1
D1488,SUP346,P222,323,211,2024-08-30,1
D1489,SUP118,P634,231,101,2024-11-05,3
D1490,SUP235,P122,194,107,2024-11-28,7
D1491,SUP69,P284,488,271,2024-11-18,-2
D1492,SUP97,P80,395,306,2024-09-20,0
D1493,SUP298,P516,207,347,2024-07-07,-2
D1494,SUP319,P117,102,341,2024-07-02,8
D1495,SUP2,P880,130,249,2024-05-01,8
D1496,SUP343,P877,443,298,2024-05-14,0
D1497,SUP128,P697,143,470,2024-04-22,7
D1498,SUP179,P196,207,288,2024-02-14,8
D1499,SUP491,P535,75,134,2024-05-19,1
D1500,SUP349,P360,70,267,2024-08-10,5
D1501,SUP402,P252,361,274,2024-08-16,4
D1502,SUP419,P919,313,302,2024-02-11,1
D1503,SUP394,P434,206,244,2024-01-02,3
D1504,SUP423,P591,209,373,2024-10-16,6
D1505,SUP97,P77,497,63,2024-12-20,0
D1506,SUP288,P769,477,497,2024-03-20,5
D1507,SUP234,P869,361,333,2024-06-27,4
D1508,SUP37,P536,294,24,2024-10-14,0
D1509,SUP471,P428,402,220,2024-08-31,0
D1510,SUP449,P577,117,198,2024-07-20,0
D1511,SUP17,P301,188,186,2024-01-12,-2
D1512,SUP366,P498,141,147,2024-01-13,5
D1513,SUP36,P365,214,436,2024-01-30,3
D1514,SUP155,P717,185,478,2024-08-01,0
D1515,SUP48,P505,491,164,2024-10-27,-2
D1516,SUP167,P934,179,233,2024-04-30,6
D1517,SUP449,P977,55,37,2024-04-14,-2
D1518,SUP422,P184,209,253,2024-03-10,-1
D1519,SUP318,P179,405,99,2024-06-22,0
D1520,SUP398,P286,452,101,2024-10-14,4
D1521,SUP452,P852,412,355,2024-12-04,-2
D1522,SUP480,P874,406,404,2024-01-30,8
D1523,SUP469,P517,451,63,2024-05-10,-1
D1524,SUP431,P837,404,83,2024-02-06,-1
D1525,SUP299,P886,138,360,2024-04-19,-2
D1526,SUP114,P238,473,46,2024-03-22,-2
D1527,SUP386,P759,109,432,2024-12-19,4
D1528,SUP378,P421,217,356,2024-09-03,7
D1529,SUP89,P720,115,356,2024-12-01,9
D1530,SUP422,P149,199,352,2024-09-16,6
D1531,SUP187,P226,86,93,2024-03-08,9
D1532,SUP176,P750,415,499,2024-09-04,5
D1533,SUP334,P626,82,209,2024-09-19,6
D1534,SUP141,P838,325,433,2024-04-21,6
D1535,SUP172,P746,473,126,2024-03-22,1
D1536,SUP19,P127,189,1,2024-10-25,-2
D1537,SUP396,P582,98,491,2024-06-13,-2
D1538,SUP60,P970,211,457,2024-11-17,0
D1539,SUP159,P735,404,48,2024-02-15,0
D1540,SUP34,P646,408,443,2024-03-09,0
D1541,SUP169,P835,486,264,2024-05-10,7
D1542,SUP407,P761,109,21,2024-09-03,-2
D1543,SUP457,P44,115,278,2024-09-04,2
D1544,SUP272,P951,333,53,2024-12-01,7
D1545,SUP216,P820,233,179,2024-06-03,-1
D1546,SUP72,P601,485,41,2024-11-27,-1
D1547,SUP229,P340,60,177,2024-02-22,2
D1548,SUP287,P739,220,196,2024-07-13,7
D1549,SUP439,P449,301,306,2024-07-21,5
D1550,SUP352,P948,225,110,2024-10-21,8
D1551,SUP373,P415,235,464,2024-05-13,7
D1552,SUP170,P253,234,353,2024-09-08,9
D1553,SUP279,P974,191,491,2024-05-21,0
D1554,SUP166,P67,393,263,2024-08-21,-2
D1555,SUP356,P764,231,38,2024-09-16,-2
D1556,SUP352,P336,179,126,2024-01-16,0
D1557,SUP407,P462,91,278,2024-01-27,4
D1558,SUP246,P579,297,460,2024-07-13,5
D1559,SUP343,P646,184,56,2024-05-10,3
D1560,SUP250,P521,293,41,2024-02-01,4
D1561,SUP97,P737,151,364,2024-07-14,-2
D1562,SUP383,P489,186,273,2024-05-08,2
D1563,SUP489,P780,82,49,2024-09-11,7
D1564,SUP410,P66,396,89,2024-01-28,4
D1565,SUP296,P832,426,79,2024-06-19,1
D1566,SUP259,P299,299,444,2024-01-22,7
D1567,SUP1,P878,373,301,2024-03-14,1
D1568,SUP461,P444,497,165,2024-06-01,6
D1569,SUP219,P323,402,42,2024-08-02,0
D1570,SUP434,P333,240,177,2024-05-27,-1
D1571,SUP27,P31,441,119,2024-01-05,5
D1572,SUP300,P969,364,456,2024-05-29,4
D1573,SUP342,P168,409,37,2024-11-30,7
D1574,SUP55,P105,186,261,2024-12-15,2
D1575,SUP203,P840,189,260,2024-07-22,0
D1576,SUP143,P22,107,457,2024-08-18,0
D1577,SUP94,P986,354,470,2024-10-26,8
D1578,SUP210,P761,349,325,2024-11-29,-1
D1579,SUP44,P125,188,396,2024-02-05,2
D1580,SUP472,P720,193,136,2024-03-18,5
D1581,SUP352,P992,115,421,2024-03-19,-2
D1582,SUP214,P419,160,287,2024-11-22,9
D1583,SUP197,P100,215,399,2024-09-05,8
D1584,SUP325,P705,220,80,2024-02-27,-2
D1585,SUP150,P764,406,95,2024-02-02,7
D1586,SUP446,P327,159,415,2024-02-26,9
D1587,SUP496,P434,417,131,2024-06-25,6
D1588,SUP369,P625,244,182,2024-11-27,-2
D1589,SUP435,P40,404,139,2024-06-27,3
D1590,SUP167,P368,122,306,2024-02-27,0
D1591,SUP406,P843,236,254,2024-05-31,6
D1592,SUP391,P523,277,283,2024-03-18,3
D1593,SUP50,P973,440,252,2024-10-24,5
D1594,SUP253,P41,170,389,2024-11-22,6
D1595,SUP438,P4,459,259,2024-08-31,3
D1596,SUP213,P473,464,255,2024-08-08,1
D1597,SUP483,P3,201,116,2024-04-29,4
D1598,SUP330,P376,242,366,2024-06-20,1
D1599,SUP114,P842,489,391,2024-11-05,-1
D1600,SUP140,P197,112,284,2024-09-19,0
D1601,SUP446,P844,459,410,2024-09-17,0
D1602,SUP357,P162,363,316,2024-08-15,6
D1603,SUP215,P588,76,315,2024-04-28,0
D1604,SUP422,P565,374,469,2024-06-28,8
D1605,SUP205,P294,87,445,2024-11-28,2
D1606,SUP67,P463,96,379,2024-06-08,4
D1607,SUP454,P341,289,305,2024-04-10,3
D1608,SUP94,P759,428,447,2024-10-09,4
D1609,SUP41,P4,268,301,2024-06-26,-2
D1610,SUP195,P715,70,494,2024-04-20,3
D1611,SUP386,P378,128,174,2024-07-23,2
D1612,SUP313,P586,445,2,2024-07-02,-1
D1613,SUP315,P967,174,496,2024-06-06,4
D1614,SUP414,P841,380,392,2024-02-15,1
D1615,SUP189,P786,330,473,2024-11-18,5
D1616,SUP348,P303,245,139,2024-02-20,8
D1617,SUP245,P411,414,255,2024-08-09,8
D1618,SUP177,P107,135,138,2024-11-10,4
D1619,SUP177,P284,171,203,2024-09-01,0
D1620,SUP377,P697,220,357,2024-11-10,9
D1621,SUP43,P992,228,25,2024-02-19,6
D1622,SUP232,P586,138,184,2024-09-12,2
D1623,SUP482,P738,73,366,2024-12-01,0
D1624,SUP351,P759,58,82,2024-07-14,1
D1625,SUP145,P389,411,79,2024-09-08,8
D1626,SUP58,P404,327,413,2024-06-28,5
D1627,SUP201,P823,332,59,2024-11-15,8
D1628,SUP20,P94,366,388,2024-05-15,-2
D1629,SUP333,P545,393,191,2024-12-11,3
D1630,SUP54,P192,370,164,2024-05-16,9
D1631,SUP475,P659,370,244,2024-09-05,5
D1632,SUP484,P770,191,136,2024-09-24,4
D1633,SUP124,P722,289,158,2024-04-01,5
D1634,SUP58,P846,142,252,2024-07-15,7
D1635,SUP260,P453,69,252,2024-08-24,-2
D1636,SUP91,P189,402,449,2024-10-01,0
D1637,SUP72,P58,222,335,2024-03-27,2
D1638,SUP448,P658,216,469,2024-01-08,-1
D1639,SUP137,P685,389,343,2024-04-11,8
D1640,SUP213,P243,290,361,2024-01-18,2
D1641,SUP291,P79,386,169,2024-01-26,5
D1642,SUP381,P663,207,79,2024-02-12,0
D1643,SUP156,P306,497,403,2024-01-14,9
D1644,SUP155,P644,151,76,2024-05-14,2
D1645,SUP199,P610,407,301,2024-12-10,-2
D1646,SUP178,P280,122,190,2024-09-14,8
D1647,SUP173,P12,397,272,2024-06-24,3
D1648,SUP482,P285,72,372,2024-07-16,6
D1649,SUP270,P262,456,148,2024-07-19,9
D1650,SUP29,P920,337,19,2024-07-02,-2
D1651,SUP110,P111,386,305,2024-12-27,-2
D1652,SUP316,P598,345,342,2024-10-03,4
D1653,SUP157,P763,215,143,2024-07-21,9
D1654,SUP57,P401,111,380,2024-01-07,5
D1655,SUP246,P313,92,214,2024-08-11,9
D1656,SUP377,P32,134,10,2024-09-14,-1
D1657,SUP317,P89,103,450,2024-05-20,0
D1658,SUP213,P381,90,441,2024-03-08,5
D1659,SUP188,P949,101,238,2024-10-08,3
D1660,SUP113,P794,232,145,2024-03-27,8
D1661,SUP322,P731,399,364,2024-10-02,3
D1662,SUP51,P711,478,218,2024-12-15,3
D1663,SUP10,P547,479,432,2024-07-03,2
D1664,SUP344,P994,483,248,2024-07-10,1
D1665,SUP91,P539,484,154,2024-10-02,0
D1666,SUP51,P904,264,153,2024-07-26,5
D1667,SUP243,P163,375,475,2024-01-04,0
D1668,SUP352,P18,452,107,2024-07-19,5
D1669,SUP493,P919,117,352,2024-11-22,-2
D1670,SUP471,P350,98,57,2024-06-23,9
D1671,SUP176,P528,72,100,2024-10-02,6
D1672,SUP57,P671,438,82,2024-02-10,-1
D1673,SUP436,P317,497,264,2024-04-14,-1
D1674,SUP236,P377,338,7,2024-04-05,-1
D1675,SUP228,P230,125,339,2024-03-05,9
D1676,SUP313,P382,277,347,2024-11-24,2
D1677,SUP341,P754,302,23,2024-10-22,-1
D1678,SUP342,P802,108,212,2024-07-29,0
D1679,SUP215,P129,101,44,2024-06-16,2
D1680,SUP374,P73,142,187,2024-08-15,9
D1681,SUP12,P484,255,9,2024-04-07,6
D1682,SUP461,P492,56,375,2024-11-05,9
D1683,SUP290,P708,92,267,2024-02-25,6
D1684,SUP473,P429,97,314,2024-08-02,4
D1685,SUP450,P640,167,337,2024-11-15,9
D1686,SUP425,P314,475,126,2024-12-14,5
D1687,SUP182,P532,299,103,2024-08-02,-2
D1688,SUP277,P493,495,278,2024-06-23,-1
D1689,SUP376,P721,325,188,2024-12-08,-1
D1690,SUP351,P172,288,421,2024-06-18,4
D1691,SUP402,P906,86,223,2024-12-12,2
D1692,SUP464,P302,346,359,2024-04-12,2
D1693,SUP462,P875,218,349,2024-08-06,3
D1694,SUP353,P382,392,54,2024-05-30,3
D1695,SUP302,P360,281,116,2024-12-08,0
D1696,SUP263,P717,438,308,2024-03-25,2
D1697,SUP422,P505,210,138,2024-11-22,0
D1698,SUP276,P761,481,460,2024-12-06,0
D1699,SUP388,P697,477,185,2024-07-30,1
D1700,SUP11,P678,315,252,2024-02-01,2
D1701,SUP262,P364,494,294,2024-06-15,5
D1702,SUP359,P272,316,94,2024-02-13,7
D1703,SUP242,P423,363,271,2024-03-04,3
D1704,SUP135,P353,260,157,2024-07-16,4
D1705,SUP45,P667,228,12,2024-09-01,-2
D1706,SUP30,P741,302,119,2024-03-22,-2
D1707,SUP362,P896,276,347,2024-09-20,1
D1708,SUP471,P880,192,371,2024-03-06,5
D1709,SUP28,P720,54,98,2024-10-22,-1
D1710,SUP358,P847,414,369,2024-12-31,6
D1711,SUP227,P592,110,181,2024-05-03,7
D1712,SUP56,P646,190,246,2024-06-18,8
D1713,SUP129,P541,350,145,2024-07-23,2
D1714,SUP344,P936,328,251,2024-12-23,5
D1715,SUP316,P913,321,177,2024-03-30,1
D1716,SUP432,P296,341,284,2024-07-08,7
D1717,SUP28,P327,297,210,2024-05-14,3
D1718,SUP183,P610,443,131,2024-01-01,-2
D1719,SUP98,P109,423,255,2024-04-06,3
D1720,SUP337,P311,145,446,2024-02-12,9
D1721,SUP88,P612,94,292,2024-01-13,4
D1722,SUP287,P794,180,291,2024-05-18,0
D1723,SUP404,P26,155,147,2024-08-27,2
D1724,SUP443,P395,470,461,2024-09-07,8
D1725,SUP29,P246,313,18,2024-04-20,5
D1726,SUP284,P281,50,166,2024-10-17,6
D1727,SUP334,P868,121,6,2024-02-07,3
D1728,SUP426,P170,498,282,2024-08-04,-1
D1729,SUP192,P176,79,115,2024-04-20,2
D1730,SUP380,P514,157,413,2024-04-13,6
D1731,SUP154,P617,432,76,2024-06-21,0
D1732,SUP489,P604,429,96,2024-02-20,3
D1733,SUP384,P257,134,124,2024-01-15,3
D1734,SUP236,P134,470,253,2024-11-10,8
D1735,SUP11,P503,133,225,2024-03-06,-1
D1736,SUP144,P40,77,291,2024-01-14,0
D1737,SUP420,P292,138,99,2024-08-25,8
D1738,SUP285,P257,146,23,2024-05-31,6
D1739,SUP347,P497,232,63,2024-10-16,6
D1740,SUP285,P527,367,250,2024-04-17,6
D1741,SUP412,P193,64,481,2024-06-08,-1
D1742,SUP96,P851,146,96,2024-12-13,0
D1743,SUP411,P25,244,152,2024-02-15,6
D1744,SUP267,P590,433,341,2024-01-16,9
D1745,SUP173,P854,193,138,2024-03-25,5
D1746,SUP200,P343,476,448,2024-01-22,1
D1747,SUP440,P446,416,293,2024-08-02,7
D1748,SUP177,P71,433,347,2024-10-14,8
D1749,SUP309,P802,139,344,2024-06-17,8
D1750,SUP363,P267,398,143,2024-01-22,4
D1751,SUP324,P336,454,430,2024-11-04,2
D1752,SUP436,P294,400,392,2024-03-29,-1
D1753,SUP121,P393,145,276,2024-09-01,4
D1754,SUP204,P4,121,397,2024-08-26,7
D1755,SUP160,P941,92,224,2024-11-13,5
D1756,SUP187,P568,312,20,2024-02-14,1
D1757,SUP204,P104,184,169,2024-09-09,7
D1758,SUP243,P803,358,276,2024-04-03,8
D1759,SUP192,P151,235,321,2024-08-09,5
D1760,SUP312,P792,168,402,2024-07-13,8
D1761,SUP444,P374,269,275,2024-09-04,4
D1762,SUP409,P4,283,2,2024-06-07,0
D1763,SUP216,P990,452,162,2024-08-15,0
D1764,SUP84,P424,76,338,2024-06-11,9
D1765,SUP306,P766,197,398,2024-01-14,0
D1766,SUP234,P96,405,145,2024-05-29,0
D1767,SUP7,P180,159,405,2024-08-02,4
D1768,SUP352,P230,208,312,2024-11-23,2
D1769,SUP115,P354,51,220,2024-06-26,9
D1770,SUP6,P572,262,314,2024-01-24,1
D1771,SUP211,P674,238,314,2024-08-28,7
