product_id,store_id,date,opening_stock,stock_received,stock_sold,closing_stock
P824,ST30,2024-03-08,203,16,230,-11
P753,ST49,2024-09-11,200,76,11,265
P463,ST10,2024-05-21,42,10,272,-220
P260,ST38,2024-02-10,334,295,232,397
P132,ST45,2024-03-27,396,140,105,431
P236,ST21,2024-11-24,1,151,240,-88
P771,ST48,2024-03-15,444,99,152,391
P756,ST24,2024-01-19,211,289,246,254
P55,ST34,2024-09-24,397,135,281,251
P709,ST28,2024-10-29,169,246,195,220
P83,ST37,2024-04-07,142,209,28,323
P510,ST24,2024-05-19,92,45,78,59
P870,ST29,2024-05-10,121,213,182,152
P288,ST17,2024-07-04,212,198,225,185
P380,ST39,2024-06-22,393,126,79,440
P314,ST24,2024-06-27,439,12,39,412
P457,ST17,2024-12-20,372,235,4,603
P963,ST37,2024-01-15,255,257,36,476
P930,ST6,2024-10-25,436,28,73,391
P191,ST42,2024-09-21,249,1,120,130
P217,ST37,2024-12-13,104,195,30,269
P245,ST46,2024-12-14,313,173,249,237
P778,ST31,2024-02-08,229,99,13,315
P32,ST20,2024-08-18,468,58,289,237
P261,ST46,2024-11-19,354,236,52,538
P157,ST2,2024-02-26,491,202,100,593
P135,ST41,2024-09-19,464,154,20,598
P911,ST18,2024-01-02,373,65,292,146
P770,ST50,2024-02-23,249,221,95,375
P266,ST22,2024-02-28,107,277,228,156
P395,ST41,2024-12-20,61,151,272,-60
P53,ST37,2024-04-03,56,202,227,31
P312,ST26,2024-07-31,250,218,158,310
P40,ST50,2024-02-27,446,142,49,539
P186,ST12,2024-08-04,131,144,177,98
P247,ST6,2024-05-20,77,294,298,73
P981,ST17,2024-11-22,359,200,16,543
P588,ST14,2024-07-30,351,86,197,240
P964,ST10,2024-10-27,465,3,221,247
P604,ST26,2024-05-12,378,14,146,246
P733,ST3,2024-06-14,417,170,189,398
P717,ST42,2024-08-19,287,261,39,509
P626,ST46,2024-01-25,333,29,36,326
P594,ST15,2024-12-03,483,85,94,474
P411,ST16,2024-07-18,161,224,143,242
P387,ST38,2024-11-28,453,55,76,432
P227,ST14,2024-02-17,295,196,25,466
P423,ST36,2024-02-21,34,244,192,86
P534,ST13,2024-02-29,14,66,289,-209
P209,ST27,2024-10-05,306,124,123,307
P476,ST8,2024-11-03,19,9,134,-106
P445,ST23,2024-12-07,475,0,192,283
P422,ST41,2024-08-26,292,274,191,375
P784,ST11,2024-10-04,498,236,145,589
P892,ST5,2024-01-25,37,94,188,-57
P325,ST5,2024-07-01,148,182,127,203
P640,ST25,2024-08-26,215,176,252,139
P342,ST18,2024-03-04,9,182,209,-18
P760,ST48,2024-11-16,99,213,15,297
P273,ST24,2024-01-04,437,296,191,542
P701,ST9,2024-11-03,392,182,285,289
P331,ST43,2024-04-26,213,206,232,187
P470,ST11,2024-02-22,425,68,125,368
P428,ST14,2024-01-26,100,170,91,179
P300,ST42,2024-04-09,399,81,137,343
P740,ST9,2024-07-25,362,183,74,471
P809,ST5,2024-08-06,279,109,118,270
P494,ST27,2024-01-14,3,216,69,150
P748,ST11,2024-02-29,427,115,284,258
P234,ST28,2024-06-01,117,108,21,204
P872,ST9,2024-02-23,150,278,299,129
P183,ST13,2024-09-11,41,40,62,19
P771,ST19,2024-01-21,469,86,177,378
P91,ST8,2024-02-04,375,92,124,343
P109,ST4,2024-06-28,449,224,19,654
P752,ST44,2024-06-02,347,254,107,494
P505,ST25,2024-05-22,116,273,142,247
P13,ST7,2024-01-05,18,223,132,109
P461,ST27,2024-06-09,403,198,270,331
P179,ST40,2024-04-30,411,135,10,536
P182,ST23,2024-07-27,361,113,32,442
P478,ST40,2024-06-20,23,272,100,195
P658,ST29,2024-10-02,474,285,163,596
P808,ST36,2024-08-21,235,65,162,138
P97,ST10,2024-11-07,257,187,200,244
P209,ST32,2024-11-17,6,173,74,105
P888,ST47,2024-04-28,123,277,236,164
P906,ST23,2024-01-08,0,31,32,-1
P425,ST40,2024-12-04,394,240,90,544
P44,ST47,2024-03-04,178,135,93,220
P472,ST48,2024-06-05,187,62,23,226
P746,ST24,2024-05-26,158,28,192,-6
P605,ST21,2024-05-16,29,208,261,-24
P136,ST39,2024-03-12,76,39,75,40
P676,ST40,2024-01-15,407,172,281,298
P952,ST29,2024-11-19,17,1,244,-226
P910,ST45,2024-11-14,185,255,181,259
P541,ST45,2024-03-31,460,239,189,510
P903,ST27,2024-10-29,272,240,267,245
P729,ST34,2024-09-25,301,30,151,180
P938,ST26,2024-04-08,111,67,294,-116
P542,ST15,2024-10-28,477,233,149,561
P248,ST6,2024-10-18,18,9,251,-224
P220,ST25,2024-01-10,11,50,232,-171
P970,ST18,2024-01-23,217,197,205,209
P559,ST7,2024-10-05,337,171,3,505
P674,ST2,2024-03-08,395,25,28,392
P888,ST34,2024-05-12,491,202,133,560
P446,ST1,2024-01-04,305,120,46,379
P144,ST46,2024-04-14,489,235,54,670
P760,ST2,2024-08-12,449,107,233,323
P74,ST42,2024-08-27,403,90,102,391
P29,ST36,2024-08-19,5,29,245,-211
P762,ST4,2024-04-27,384,198,172,410
P121,ST28,2024-01-18,473,228,135,566
P15,ST23,2024-11-09,390,142,266,266
P220,ST39,2024-05-05,351,79,155,275
P307,ST20,2024-11-13,310,122,223,209
P824,ST37,2024-07-17,480,234,97,617
P472,ST44,2024-04-13,457,83,48,492
P682,ST12,2024-04-21,123,112,149,86
P916,ST32,2024-01-14,364,103,60,407
P687,ST38,2024-09-22,360,147,242,265
P832,ST31,2024-04-14,14,196,172,38
P629,ST18,2024-10-21,350,202,40,512
P349,ST29,2024-08-16,407,129,93,443
P2,ST34,2024-06-22,284,157,146,295
P878,ST29,2024-04-16,337,135,299,173
P32,ST27,2024-10-19,198,295,25,468
P879,ST31,2024-08-26,289,135,143,281
P310,ST48,2024-01-03,461,144,133,472
P810,ST34,2024-09-04,467,230,36,661
P670,ST17,2024-05-14,92,98,205,-15
P265,ST20,2024-11-22,36,29,151,-86
P275,ST31,2024-09-01,425,196,167,454
P646,ST31,2024-02-21,191,63,202,52
P968,ST39,2024-02-07,94,35,158,-29
P354,ST21,2024-03-03,402,78,178,302
P442,ST7,2024-11-15,406,176,216,366
P769,ST32,2024-01-06,70,80,147,3
P397,ST12,2024-07-20,5,204,158,51
P774,ST23,2024-05-07,246,23,143,126
P611,ST43,2024-11-03,354,106,69,391
P157,ST49,2024-05-01,476,239,298,417
P194,ST43,2024-05-01,54,131,122,63
P507,ST40,2024-06-20,460,238,266,432
P74,ST6,2024-11-15,294,109,118,285
P287,ST32,2024-09-03,280,76,64,292
P584,ST38,2024-10-09,97,136,185,48
P425,ST15,2024-04-18,82,281,154,209
P384,ST26,2024-07-11,259,233,168,324
P807,ST20,2024-12-06,215,164,248,131
P825,ST12,2024-06-13,288,106,222,172
P637,ST41,2024-09-07,234,266,1,499
P668,ST45,2024-12-13,321,122,212,231
P543,ST47,2024-02-18,385,82,88,379
P13,ST47,2024-11-06,397,278,12,663
P71,ST26,2024-02-08,177,174,35,316
P51,ST30,2024-06-12,266,38,80,224
P577,ST29,2024-07-12,33,109,237,-95
P557,ST30,2024-03-08,246,291,203,334
P625,ST13,2024-09-14,421,76,213,284
P565,ST41,2024-11-16,219,158,14,363
P441,ST43,2024-04-13,422,167,134,455
P282,ST22,2024-09-30,149,59,130,78
P622,ST43,2024-06-17,297,234,147,384
P144,ST41,2024-12-19,480,36,25,491
P780,ST17,2024-08-06,229,250,44,435
P758,ST23,2024-05-02,243,60,27,276
P272,ST25,2024-08-15,478,145,44,579
P482,ST6,2024-06-15,440,286,187,539
P438,ST37,2024-06-02,205,78,295,-12
P347,ST26,2024-04-13,165,164,8,321
P52,ST21,2024-01-03,264,67,70,261
P729,ST35,2024-06-25,254,209,295,168
P595,ST6,2024-01-28,343,86,265,164
P455,ST22,2024-05-23,28,61,252,-163
P506,ST17,2024-05-02,452,78,172,358
P588,ST11,2024-04-25,425,235,195,465
P366,ST4,2024-01-22,315,262,239,338
P664,ST44,2024-12-01,422,158,185,395
P114,ST10,2024-04-06,346,254,146,454
P570,ST17,2024-11-28,455,39,119,375
P679,ST38,2024-02-18,476,77,175,378
P453,ST18,2024-10-10,315,177,27,465
P769,ST19,2024-08-23,436,79,21,494
P455,ST22,2024-03-04,125,192,85,232
P496,ST15,2024-07-06,331,24,167,188
P346,ST44,2024-07-12,135,135,299,-29
P600,ST19,2024-01-26,105,294,101,298
P189,ST25,2024-06-18,104,159,30,233
P560,ST37,2024-04-17,148,263,90,321
P574,ST18,2024-10-03,183,140,260,63
P721,ST12,2024-10-14,175,194,196,173
P900,ST32,2024-07-16,302,193,126,369
P208,ST26,2024-07-15,264,3,92,175
P484,ST26,2024-01-24,77,278,193,162
P69,ST47,2024-09-11,384,289,269,404
P69,ST42,2024-03-05,310,93,52,351
P52,ST28,2024-10-05,286,185,156,315
P619,ST25,2024-03-20,335,274,228,381
P558,ST30,2024-01-08,486,136,165,457
P145,ST41,2024-02-14,90,22,92,20
P489,ST38,2024-12-31,394,202,156,440
P597,ST14,2024-05-18,321,12,297,36
P30,ST1,2024-02-26,443,274,108,609
P689,ST33,2024-01-12,30,4,205,-171
P435,ST11,2024-03-12,177,149,278,48
P545,ST35,2024-03-03,315,260,153,422
P877,ST21,2024-06-11,471,281,227,525
P983,ST22,2024-02-07,317,116,165,268
P826,ST5,2024-10-03,166,79,277,-32
P362,ST40,2024-02-20,386,124,209,301
P861,ST18,2024-06-02,367,139,267,239
P746,ST37,2024-01-20,441,99,62,478
P679,ST44,2024-10-07,67,91,111,47
P742,ST29,2024-07-28,29,123,185,-33
P249,ST18,2024-09-01,66,246,112,200
P711,ST12,2024-09-04,67,235,73,229
P37,ST21,2024-09-30,185,3,132,56
P967,ST40,2024-02-17,76,92,116,52
P15,ST30,2024-01-14,180,280,98,362
P445,ST41,2024-09-08,13,226,296,-57
P93,ST15,2024-06-14,137,151,149,139
P778,ST35,2024-04-22,461,183,30,614
P788,ST47,2024-03-04,464,274,156,582
P634,ST28,2024-10-11,277,278,188,367
P237,ST4,2024-03-27,190,82,15,257
P649,ST28,2024-08-21,60,95,54,101
P710,ST30,2024-09-05,173,204,144,233
P788,ST48,2024-04-22,292,45,17,320
P576,ST50,2024-08-13,276,145,59,362
P853,ST27,2024-07-01,472,188,284,376
P632,ST16,2024-03-21,386,70,232,224
P647,ST32,2024-10-01,402,44,218,228
P614,ST12,2024-04-02,287,215,94,408
P64,ST44,2024-07-12,206,120,214,112
P304,ST36,2024-04-15,488,16,105,399
P226,ST15,2024-04-09,253,289,250,292
P303,ST19,2024-02-05,279,98,118,259
P192,ST18,2024-07-02,456,49,53,452
P323,ST26,2024-05-28,329,138,44,423
P685,ST11,2024-08-12,431,169,102,498
P273,ST30,2024-03-03,351,93,130,314
P435,ST28,2024-07-20,313,212,128,397
P427,ST23,2024-05-22,423,34,182,275
P706,ST15,2024-09-24,134,58,233,-41
P874,ST48,2024-09-15,45,139,272,-88
P126,ST11,2024-09-10,369,11,284,96
P204,ST43,2024-09-21,474,27,17,484
P909,ST21,2024-02-11,125,220,233,112
P742,ST45,2024-07-20,398,173,115,456
P484,ST39,2024-01-31,491,295,89,697
P844,ST31,2024-06-13,212,284,87,409
P539,ST15,2024-09-23,73,127,96,104
P90,ST17,2024-07-07,86,143,75,154
P559,ST25,2024-10-09,4,255,234,25
P627,ST24,2024-03-10,240,219,106,353
P40,ST45,2024-08-22,186,192,142,236
P581,ST36,2024-04-03,249,284,8,525
P160,ST33,2024-10-25,197,51,158,90
P100,ST44,2024-10-27,21,39,97,-37
P508,ST4,2024-11-01,27,5,47,-15
P301,ST1,2024-09-18,437,282,101,618
P870,ST38,2024-05-20,18,164,108,74
P244,ST11,2024-08-17,112,262,101,273
P336,ST21,2024-09-24,13,76,128,-39
P842,ST25,2024-09-19,175,175,120,230
P506,ST50,2024-05-21,390,235,62,563
P380,ST28,2024-07-19,206,141,251,96
P549,ST50,2024-04-08,415,254,33,636
P143,ST6,2024-10-29,149,176,192,133
P331,ST46,2024-09-19,301,195,224,272
P500,ST6,2024-02-08,340,241,266,315
P265,ST22,2024-07-02,210,235,8,437
P82,ST15,2024-07-31,140,106,262,-16
P737,ST33,2024-05-02,277,212,45,444
P823,ST17,2024-10-09,137,84,121,100
P137,ST12,2024-03-01,493,141,176,458
P832,ST31,2024-03-06,365,74,263,176
P41,ST35,2024-11-03,43,164,163,44
P783,ST34,2024-12-22,279,77,44,312
P36,ST32,2024-10-15,442,188,115,515
P932,ST23,2024-04-17,445,226,241,430
P577,ST38,2024-05-19,71,282,18,335
P924,ST5,2024-08-30,455,176,220,411
P33,ST40,2024-12-06,112,70,210,-28
P577,ST2,2024-04-03,182,256,286,152
P438,ST31,2024-12-07,432,268,46,654
P123,ST12,2024-11-17,230,293,252,271
P902,ST39,2024-05-31,49,128,220,-43
P383,ST46,2024-08-11,402,82,276,208
P331,ST42,2024-06-21,233,157,9,381
P176,ST20,2024-07-22,465,6,131,340
P859,ST14,2024-09-03,57,147,139,65
P453,ST11,2024-07-01,96,43,122,17
P74,ST31,2024-02-22,175,12,137,50
P156,ST33,2024-12-25,228,294,66,456
P528,ST26,2024-10-01,348,19,135,232
P875,ST2,2024-06-27,351,4,245,110
P26,ST31,2024-12-03,71,111,99,83
P690,ST35,2024-04-07,351,51,239,163
P54,ST27,2024-05-05,395,71,149,317
P860,ST5,2024-07-12,85,176,34,227
P206,ST11,2024-02-14,403,21,131,293
P653,ST39,2024-12-23,172,84,277,-21
P193,ST28,2024-07-29,25,30,61,-6
P803,ST16,2024-06-17,80,232,123,189
P719,ST40,2024-05-24,361,257,49,569
P29,ST26,2024-02-09,481,297,187,591
P671,ST24,2024-11-24,414,290,26,678
P268,ST4,2024-12-23,81,108,179,10
P69,ST12,2024-03-25,58,34,39,53
P750,ST18,2024-07-04,130,278,225,183
P32,ST14,2024-02-08,273,22,29,266
P266,ST17,2024-08-09,339,234,216,357
P133,ST44,2024-07-09,371,274,293,352
P283,ST41,2024-01-28,404,78,14,468
P167,ST16,2024-12-05,440,71,295,216
P789,ST42,2024-06-23,482,96,72,506
P16,ST20,2024-08-24,245,231,132,344
P797,ST43,2024-02-16,41,12,213,-160
P250,ST28,2024-04-19,317,198,34,481
P463,ST41,2024-07-07,234,126,16,344
P614,ST1,2024-09-30,29,263,146,146
P637,ST16,2024-06-26,60,99,273,-114
P583,ST4,2024-04-02,291,13,65,239
P210,ST32,2024-03-31,54,178,176,56
P499,ST29,2024-09-01,259,8,218,49
P595,ST8,2024-01-01,270,140,79,331
P209,ST2,2024-02-04,111,203,287,27
P526,ST46,2024-09-17,198,193,281,110
P297,ST24,2024-04-25,95,37,95,37
P880,ST41,2024-09-18,96,20,238,-122
P586,ST46,2024-02-29,312,156,52,416
P473,ST14,2024-04-09,318,83,199,202
P681,ST44,2024-05-12,332,177,221,288
P172,ST43,2024-08-23,319,191,68,442
P841,ST1,2024-06-08,144,264,159,249
P272,ST33,2024-09-11,308,270,71,507
P126,ST11,2024-08-24,167,224,149,242
P880,ST20,2024-04-04,229,180,46,363
P536,ST15,2024-02-09,69,258,256,71
P277,ST28,2024-08-24,126,21,74,73
P699,ST21,2024-08-23,49,294,293,50
P505,ST23,2024-10-24,323,264,182,405
P887,ST9,2024-03-14,270,11,133,148
P482,ST20,2024-08-10,71,33,83,21
P935,ST17,2024-12-12,417,250,255,412
P884,ST42,2024-01-29,245,155,273,127
P839,ST15,2024-11-29,242,294,70,466
P647,ST44,2024-01-23,413,258,217,454
P412,ST5,2024-01-04,470,174,23,621
P435,ST46,2024-08-31,456,11,181,286
P163,ST42,2024-02-03,407,42,246,203
P954,ST33,2024-04-14,107,194,33,268
P266,ST30,2024-06-14,7,273,214,66
P678,ST16,2024-11-12,440,110,220,330
P800,ST36,2024-01-27,369,89,294,164
P318,ST37,2024-03-23,453,265,292,426
P98,ST41,2024-06-07,280,259,271,268
P764,ST49,2024-11-28,204,267,128,343
P600,ST38,2024-06-03,417,52,192,277
P120,ST24,2024-06-19,280,178,18,440
P884,ST25,2024-04-05,17,271,125,163
P562,ST27,2024-10-28,72,144,228,-12
P41,ST5,2024-08-28,480,257,124,613
P47,ST50,2024-10-19,197,28,232,-7
P489,ST49,2024-04-30,13,174,299,-112
P770,ST21,2024-07-13,389,161,204,346
P682,ST43,2024-08-18,465,230,259,436
P516,ST35,2024-05-13,490,28,172,346
P513,ST6,2024-02-28,102,120,160,62
P918,ST9,2024-05-10,217,176,272,121
P267,ST45,2024-01-27,291,119,184,226
P112,ST27,2024-09-01,35,143,259,-81
P11,ST1,2024-05-09,202,202,263,141
P877,ST30,2024-11-15,145,268,221,192
P14,ST15,2024-08-19,14,51,115,-50
P603,ST32,2024-06-20,255,24,164,115
P481,ST20,2024-03-16,477,231,111,597
P732,ST4,2024-02-24,488,235,296,427
P343,ST34,2024-08-26,344,238,210,372
P761,ST48,2024-04-30,271,67,151,187
P73,ST38,2024-11-27,75,240,200,115
P827,ST20,2024-07-10,13,218,98,133
P658,ST47,2024-01-10,46,117,95,68
P61,ST28,2024-10-17,181,71,64,188
P280,ST39,2024-05-13,57,246,145,158
P27,ST25,2024-03-29,204,71,23,252
P291,ST11,2024-09-11,230,284,64,450
P964,ST50,2024-06-30,157,2,142,17
P22,ST8,2024-08-09,483,276,214,545
P523,ST34,2024-07-25,301,140,19,422
P636,ST27,2024-11-18,15,222,51,186
P636,ST44,2024-03-22,128,175,204,99
P455,ST22,2024-04-29,168,279,252,195
P873,ST8,2024-11-07,220,257,120,357
P186,ST33,2024-12-02,376,233,61,548
P485,ST39,2024-02-29,282,2,10,274
P610,ST9,2024-09-26,204,153,41,316
P76,ST22,2024-06-22,61,1,248,-186
P132,ST9,2024-09-28,464,32,133,363
P493,ST31,2024-10-09,411,33,229,215
P194,ST34,2024-08-22,403,97,88,412
P367,ST4,2024-03-01,54,37,172,-81
P321,ST46,2024-10-07,306,126,166,266
P146,ST14,2024-06-26,116,205,105,216
P827,ST8,2024-02-27,68,222,36,254
P791,ST41,2024-03-18,343,147,39,451
P354,ST35,2024-05-12,200,137,224,113
P772,ST22,2024-11-05,96,160,167,89
P949,ST6,2024-10-19,417,121,201,337
P499,ST33,2024-11-25,237,44,214,67
P756,ST18,2024-01-10,410,59,13,456
P746,ST8,2024-09-21,100,237,210,127
P365,ST7,2024-11-29,96,188,221,63
P723,ST32,2024-10-15,367,178,136,409
P296,ST7,2024-03-10,293,11,68,236
P874,ST10,2024-02-26,284,207,294,197
P168,ST36,2024-01-26,485,136,44,577
P179,ST50,2024-06-15,290,266,188,368
P233,ST31,2024-06-20,275,148,49,374
P393,ST31,2024-11-15,146,203,108,241
P663,ST10,2024-07-13,388,195,223,360
P653,ST20,2024-02-17,280,281,167,394
P257,ST35,2024-02-09,92,146,155,83
P332,ST29,2024-06-22,281,272,291,262
P138,ST30,2024-12-17,365,250,265,350
P411,ST49,2024-09-15,434,171,195,410
P403,ST31,2024-09-09,193,188,164,217
P872,ST33,2024-07-29,188,128,250,66
P224,ST40,2024-09-16,398,239,228,409
P22,ST49,2024-09-11,127,199,218,108
P601,ST4,2024-05-19,44,120,0,164
P779,ST34,2024-09-07,261,114,20,355
P587,ST17,2024-08-27,185,40,171,54
P602,ST34,2024-05-10,384,151,107,428
P272,ST32,2024-01-03,328,170,256,242
P896,ST33,2024-05-04,42,93,66,69
P669,ST37,2024-08-18,271,115,10,376
P158,ST31,2024-10-24,13,234,231,16
P395,ST26,2024-09-05,73,264,187,150
P825,ST31,2024-05-26,18,217,15,220
P65,ST31,2024-06-04,50,159,211,-2
P6,ST28,2024-10-20,391,218,289,320
P589,ST38,2024-04-26,303,10,23,290
P91,ST44,2024-05-16,139,115,7,247
P491,ST10,2024-07-02,197,228,118,307
P291,ST8,2024-04-19,290,273,52,511
P640,ST46,2024-05-14,197,7,154,50
P117,ST36,2024-04-10,5,282,268,19
P225,ST19,2024-04-25,354,209,213,350
P315,ST28,2024-04-28,235,264,134,365
P384,ST5,2024-07-22,266,1,66,201
P526,ST24,2024-02-23,250,80,81,249
P939,ST7,2024-01-28,421,197,269,349
P686,ST20,2024-08-27,346,139,294,191
P887,ST2,2024-09-12,25,171,18,178
P662,ST43,2024-06-04,411,157,174,394
P188,ST10,2024-01-25,71,51,178,-56
P490,ST18,2024-09-10,88,35,192,-69
P85,ST34,2024-12-12,82,69,262,-111
P386,ST14,2024-04-08,463,287,111,639
P120,ST10,2024-07-25,305,225,223,307
P325,ST38,2024-06-25,441,299,57,683
P143,ST32,2024-08-14,25,70,241,-146
P306,ST3,2024-03-02,427,144,79,492
P752,ST48,2024-06-18,270,159,175,254
P724,ST8,2024-03-27,486,13,165,334
P474,ST9,2024-01-27,459,140,96,503
P696,ST11,2024-08-17,279,127,119,287
P703,ST16,2024-01-08,332,216,164,384
P984,ST34,2024-07-08,186,267,242,211
P931,ST24,2024-01-04,312,172,134,350
P856,ST31,2024-02-23,400,143,233,310
P26,ST5,2024-06-24,460,148,79,529
P873,ST33,2024-11-12,80,23,38,65
P637,ST30,2024-05-25,490,42,251,281
P242,ST30,2024-09-05,128,122,145,105
P342,ST15,2024-04-18,138,110,183,65
P795,ST39,2024-09-30,275,288,278,285
P275,ST16,2024-01-29,30,158,86,102
P549,ST26,2024-05-28,235,8,227,16
P804,ST12,2024-11-05,98,240,105,233
P221,ST19,2024-03-31,166,34,75,125
P936,ST47,2024-02-16,446,7,211,242
P831,ST35,2024-07-12,5,144,119,30
P807,ST20,2024-11-19,354,79,201,232
P759,ST21,2024-07-22,283,19,165,137
P128,ST37,2024-03-20,434,247,91,590
P619,ST15,2024-03-29,52,21,254,-181
P908,ST49,2024-05-30,115,70,264,-79
P940,ST16,2024-09-29,488,208,195,501
P848,ST16,2024-11-12,299,76,101,274
P432,ST23,2024-06-28,64,80,250,-106
P735,ST44,2024-02-11,207,247,32,422
P847,ST4,2024-02-20,240,207,139,308
P673,ST29,2024-08-25,108,158,118,148
P463,ST37,2024-07-03,267,140,191,216
P800,ST24,2024-10-18,155,112,75,192
P918,ST8,2024-09-14,255,252,162,345
P256,ST44,2024-10-05,462,28,101,389
P242,ST5,2024-07-06,71,137,61,147
P120,ST43,2024-07-05,451,122,144,429
P6,ST29,2024-07-12,222,76,289,9
P926,ST10,2024-02-12,248,34,82,200
P873,ST50,2024-07-20,109,157,83,183
P634,ST44,2024-04-16,29,173,61,141
P657,ST9,2024-03-13,418,234,101,551
P504,ST22,2024-08-08,389,297,233,453
P492,ST10,2024-03-30,357,198,94,461
P770,ST20,2024-04-29,84,176,265,-5
P592,ST20,2024-06-12,29,207,118,118
P823,ST27,2024-11-11,380,68,160,288
P111,ST38,2024-08-08,335,133,238,230
P763,ST10,2024-01-21,318,2,233,87
P268,ST19,2024-04-06,263,9,226,46
P877,ST41,2024-12-21,218,23,264,-23
P396,ST30,2024-12-18,127,111,172,66
P563,ST16,2024-01-04,288,277,293,272
P48,ST40,2024-06-09,298,221,146,373
P679,ST12,2024-05-21,75,259,299,35
P721,ST5,2024-03-28,298,178,234,242
P490,ST43,2024-11-15,44,3,213,-166
P105,ST3,2024-07-08,233,294,290,237
P70,ST24,2024-03-29,243,30,48,225
P631,ST26,2024-05-14,470,200,296,374
P361,ST31,2024-09-17,437,29,54,412
P858,ST47,2024-12-31,237,244,206,275
P1,ST3,2024-01-13,486,166,95,557
P912,ST1,2024-09-03,493,98,141,450
P814,ST11,2024-09-06,114,24,173,-35
P575,ST45,2024-03-24,370,248,77,541
P1000,ST5,2024-04-26,448,57,27,478
P59,ST7,2024-03-31,390,228,186,432
P815,ST33,2024-09-19,163,163,98,228
P784,ST13,2024-06-10,280,105,39,346
P46,ST42,2024-05-28,212,276,178,310
P80,ST31,2024-07-06,292,201,68,425
P423,ST50,2024-12-03,120,294,136,278
P477,ST13,2024-07-04,395,98,275,218
P562,ST1,2024-02-25,415,232,289,358
P305,ST49,2024-07-31,432,30,230,232
P410,ST44,2024-05-27,421,64,68,417
P990,ST38,2024-11-01,55,172,120,107
P417,ST39,2024-11-05,79,166,160,85
P363,ST33,2024-02-09,448,235,155,528
P276,ST42,2024-05-31,363,86,180,269
P229,ST35,2024-03-25,380,241,163,458
P375,ST39,2024-04-17,281,216,296,201
P333,ST42,2024-11-09,56,140,157,39
P584,ST42,2024-10-13,397,97,238,256
P480,ST9,2024-04-27,439,156,26,569
P466,ST6,2024-06-26,325,71,177,219
P681,ST41,2024-05-17,296,267,251,312
P382,ST9,2024-03-24,50,224,138,136
P267,ST27,2024-09-26,467,296,121,642
P567,ST42,2024-01-19,450,120,177,393
P230,ST29,2024-01-30,362,250,107,505
P559,ST4,2024-11-08,11,159,31,139
P895,ST25,2024-09-28,96,147,22,221
P78,ST16,2024-01-22,432,56,172,316
P872,ST34,2024-11-05,497,61,17,541
P818,ST11,2024-03-24,108,85,27,166
P865,ST9,2024-11-21,256,175,297,134
P885,ST35,2024-04-18,146,210,270,86
P361,ST27,2024-08-12,193,134,275,52
P791,ST39,2024-01-05,441,66,55,452
P61,ST45,2024-03-11,342,251,99,494
P7,ST45,2024-10-02,236,289,252,273
P271,ST28,2024-02-07,71,104,86,89
P847,ST43,2024-05-08,225,68,277,16
P521,ST5,2024-04-27,125,87,97,115
P213,ST16,2024-01-05,259,218,128,349
P165,ST28,2024-03-25,391,161,107,445
P231,ST2,2024-11-12,26,114,56,84
P827,ST42,2024-03-18,25,298,41,282
P668,ST10,2024-05-04,352,20,76,296
P364,ST19,2024-03-16,298,11,281,28
P902,ST20,2024-10-09,103,31,215,-81
P906,ST38,2024-12-24,364,174,188,350
P15,ST48,2024-10-07,495,86,87,494
P118,ST45,2024-12-12,39,272,113,198
P88,ST35,2024-05-09,177,281,45,413
P516,ST41,2024-05-29,450,160,151,459
P751,ST10,2024-12-17,200,191,45,346
P114,ST48,2024-11-05,201,137,126,212
P227,ST50,2024-05-24,28,109,71,66
P826,ST36,2024-07-07,340,50,133,257
P655,ST16,2024-03-06,246,289,75,460
P244,ST50,2024-09-01,116,168,60,224
P421,ST26,2024-08-31,381,293,163,511
P2,ST31,2024-04-28,425,47,29,443
P431,ST42,2024-06-02,241,27,47,221
P360,ST1,2024-06-09,273,235,243,265
P636,ST23,2024-01-01,336,75,271,140
P924,ST42,2024-02-09,246,59,119,186
P837,ST49,2024-06-19,148,224,263,109
P471,ST27,2024-10-26,450,268,23,695
P713,ST19,2024-07-08,317,51,30,338
P583,ST16,2024-10-18,410,100,108,402
P580,ST38,2024-10-21,95,298,102,291
P147,ST8,2024-05-05,105,219,161,163
P264,ST16,2024-09-24,220,249,292,177
P799,ST12,2024-01-21,174,211,80,305
P782,ST9,2024-03-27,476,41,143,374
P29,ST48,2024-09-25,25,109,86,48
P137,ST7,2024-10-01,392,116,138,370
P613,ST40,2024-02-15,90,68,112,46
P838,ST37,2024-04-21,378,97,67,408
P746,ST23,2024-07-03,395,249,214,430
P444,ST41,2024-07-08,15,185,286,-86
P348,ST8,2024-02-25,302,230,218,314
P813,ST23,2024-05-08,55,272,220,107
P330,ST20,2024-04-19,321,221,204,338
P54,ST48,2024-12-07,50,239,60,229
P813,ST11,2024-06-04,486,285,145,626
P771,ST1,2024-05-11,282,60,14,328
P76,ST49,2024-07-17,456,192,279,369
P292,ST44,2024-03-15,109,193,244,58
P651,ST5,2024-07-22,65,39,174,-70
P457,ST14,2024-02-22,489,296,198,587
P390,ST7,2024-02-08,61,201,200,62
P972,ST24,2024-10-17,70,87,122,35
P750,ST39,2024-12-03,391,169,289,271
P629,ST4,2024-02-20,165,189,278,76
P41,ST47,2024-07-10,5,118,147,-24
P840,ST27,2024-07-25,119,79,44,154
P937,ST7,2024-11-10,58,104,118,44
P717,ST24,2024-10-08,274,37,291,20
